Submission ID,Respondent ID,Submitted at,idEmpresa,idUsuario,Qual é a sua função na empresa?,Qual o volume de pedidos mensal da sua empresa?,Como a sua empresa realiza vendas atualmente??,Importância - Minimizar o tempo necessário para registrar uma despesa fixa,Satistação - Minimizar o tempo necessário para registrar uma despesa fixa,Importância - Minimizar a incerteza sobre os valores a pagar nos próximos períodos,Satisfação - Minimizar a incerteza sobre os valores a pagar nos próximos períodos,Importância - Minimizar dúvidas sobre a origem e categoria de cada pagamento,Satisfação - Minimizar dúvidas sobre a origem e categoria de cada pagamento,Importância - Minimizar tarefas manuais ao registrar contas a pagar,Satisfação - Minimizar tarefas manuais ao registrar contas a pagar,Importância - Minimizar erros nas previsões de recebimento futuro,Satisfação - Minimizar erros nas previsões de recebimento futuro,Importância - Minimizar o risco de não registrar vendas com recebimento futuro,Satisfação - Minimizar o risco de não registrar vendas com recebimento futuro,Importância - Minimizar dificuldade para identificar recebíveis por canal ou cliente,Satisfação - Minimizar dificuldade para identificar recebíveis por canal ou cliente,Importância - Evitar estornos inesperados ou inadimplência não prevista,Satisfação - Evitar estornos inesperados ou inadimplência não prevista,Importância - Minimizar o tempo necessário para consolidar vendas de múltiplos canais,Satisfação - Minimizar o tempo necessário para consolidar vendas de múltiplos canais,Importância - Minimizar tarefas manuais ao registrar contas a receber,Satisfação - Minimizar tarefas manuais ao registrar contas a receber,Importância - Minimizar o número de contas não visualizadas antes do vencimento,Satisfação - Minimizar o número de contas não visualizadas antes do vencimento,Importância - Minimizar incertezas sobre o que pagar ou receber,Satisfação - Minimizar incertezas sobre o que pagar ou receber,Importância - Evitar variações negativas no fluxo de caixa por contas recebidas ou pagas,Satisfação - Evitar variações negativas no fluxo de caixa por contas recebidas ou pagas,Importância - Minimizar inadimplência nas contas a receber vencidas,Satisfação - Minimizar inadimplência nas contas a receber vencidas,Importância - Evitar multas causadas por atrasos em pagamentos previstos,Satisfação - Evitar multas causadas por atrasos em pagamentos previstos,Importância - Minimizar o número de pagamentos realizados após o vencimento,Satisfação - Minimizar o número de pagamentos realizados após o vencimento,Importância - Evitar pagamentos registrados mais de uma vez,Satisfação - Evitar pagamentos registrados mais de uma vez,Importância - Minimizar o tempo gasto por pagamento realizado,Satisfação - Minimizar o tempo gasto por pagamento realizado,Importância - Minimizar o esforço para localizar e associar comprovantes a pagamentos,Satisfação - Minimizar o esforço para localizar e associar comprovantes a pagamentos,Importância - Minimizar tarefas manuais ao lidar com pagamentos repetidos,Satisfação - Minimizar tarefas manuais ao lidar com pagamentos repetidos,Importância - Minimizar tempo gasto para dar baixa em recebimento,Satisfação - Minimizar tempo gasto para dar baixa em recebimento,Importância - Minimizar falhas na identificação de origem dos recebimentos,Satisfação - Minimizar falhas na identificação de origem dos recebimentos,Importância - Evitar baixas repetidas ou não realizadas,Satisfação - Evitar baixas repetidas ou não realizadas,Importância - Minimizar esforço para identificar e classificar o recebimento corretamente,Satisfação - Minimizar esforço para identificar e classificar o recebimento corretamente,Importância - Minimizar divergências entre saldo registrado e saldo bancário real,Satisfação - Minimizar divergências entre saldo registrado e saldo bancário real,Importância - Minimizar inconsistências entre extrato bancário e lançamentos internos,Satisfação - Minimizar inconsistências entre extrato bancário e lançamentos internos,Importância - Minimizar omissões ou erros ao lançar transações manualmente,Satisfação - Minimizar omissões ou erros ao lançar transações manualmente,Importância - Minimizar erros nos relatórios financeiros gerados,Satisfação - Minimizar erros nos relatórios financeiros gerados,Importância - Minimizar o tempo necessário para encerrar o período contábil,Satisfação - Minimizar o tempo necessário para encerrar o período contábil,Importância - Minimizar o esforço para gerar relatórios confiáveis,Satisfação - Minimizar o esforço para gerar relatórios confiáveis,Importância - Minimizar impactos de estornos e ajustes não mapeados,Satisfação - Minimizar impactos de estornos e ajustes não mapeados,Importância - Evitar precificações com margem negativa,Satisfação - Evitar precificações com margem negativa,Importância - Minimizar perda de margem ao tornar o preço mais competitivo,Satisfação - Minimizar perda de margem ao tornar o preço mais competitivo,Importância - Minimizar tarefas manuais ao atualizar preços em múltiplos canais,Satisfação - Minimizar tarefas manuais ao atualizar preços em múltiplos canais,Importância - Minimizar incertezas sobre o impacto de taxas e custos variáveis nos preços,Satisfação - Minimizar incertezas sobre o impacto de taxas e custos variáveis nos preços,Importância - Minimizar dúvidas ao definir preços de venda,Satisfação - Minimizar dúvidas ao definir preços de venda,Importância - Evitar cobranças indevidas de taxas em transações financeiras,Satisfação - Evitar cobranças indevidas de taxas em transações financeiras,Importância - Minimizar incertezas sobre o custo fixo mensal e ponto de equilíbrio,Satisfação - Minimizar incertezas sobre o custo fixo mensal e ponto de equilíbrio,Importância - Evitar falhas de liquidez que comprometem pagamentos planejados,Satisfação - Evitar falhas de liquidez que comprometem pagamentos planejados,Importância - Minimizar erros em decisões estratégicas tomadas com base em dados incompletos,Satisfação - Minimizar erros em decisões estratégicas tomadas com base em dados incompletos,Importância - Evitar investimentos em canais com baixa rentabilidade,Satisfação - Evitar investimentos em canais com baixa rentabilidade,Importância - Evitar falta de capital de giro em períodos críticos,Satisfação - Evitar falta de capital de giro em períodos críticos,Importância - Minimizar incertezas sobre capital parado e margem real,Satisfação - Minimizar incertezas sobre capital parado e margem real,Importância - Evitar decisões estratégicas descoladas de sazonalidades históricas,Satisfação - Evitar decisões estratégicas descoladas de sazonalidades históricas,Importância - Evitar perda de competitividade que comprometa a lucratividade,Satisfação - Evitar perda de competitividade que comprometa a lucratividade
PRd1LRx,aQE9WY9,2026-03-24 20:32:44,14880641997,14783174644,Responsável Financeiro,Entre 2.000  e 20.000,Ambos os canais (online e offline),10,10,10,10,10,10,10,7,10,10,10,10,8,8,10,8,10,10,10,10,10,7,10,9,10,7,10,7,8,8,6,7,10,10,10,8,10,8,10,8,10,8,10,9,10,8,10,7,10,7,10,8,10,7,10,7,9,9,9,9,9,9,10,10,10,10,10,8,10,7,10,7,10,8,10,7,10,7,10,7,10,9,10,8,10,7,10,8,10,8
gbDdVVM,J9DZOxX,2026-03-24 20:41:10,14902383154,14784288051,Responsável Financeiro,Entre 200 e 2.000,"Apenas offline (loja física, vendedores, balcão etc.)",1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2jEa91g,jaWqPKQ,2026-03-24 20:50:12,14886932250,14783774256,Responsável Financeiro,Até 200 pedidos,"Apenas offline (loja física, vendedores, balcão etc.)",5,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,5,5,10,5,10,5,10,5,10,4,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,3,10,3,10,5,10,2,10,5,10,4,10,5,10,2,10,2,10,2,10,3,10,3,10,5,10,2,10,3,10,5,10,5,10,5,10,2,10,5,10,2
VpLQO9a,obdaMzx,2026-03-24 20:55:07,12647629808,12647629813,Proprietário(a) / Sócio(a),Até 200 pedidos,"Apenas online (e-commerce, redes sociais, marketplaces etc.)",10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,3,10,3,10,3,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,3,10,3,10,3,10,3
labexrB,ZjYLdYz,2026-03-24 21:07:50,5600728186,5600728189,Proprietário(a) / Sócio(a),Até 200 pedidos,"Apenas offline (loja física, vendedores, balcão etc.)",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
e5qrZYq,RGY6YJJ,2026-03-24 21:37:58,8900611866,8900611867,Responsável Financeiro,Entre 200 e 2.000,Ambos os canais (online e offline),7,6,8,6,8,7,9,7,8,9,10,6,10,6,10,8,10,10,10,7,10,7,10,5,9,3,10,7,10,6,8,10,10,7,6,7,10,8,7,7,9,9,10,7,10,8,10,8,7,1,7,1,10,6,9,2,7,7,10,1,10,5,9,1,9,2,9,2,9,3,9,3,9,5,10,1,10,1,10,1,10,1,10,1,8,1,9,1,3,7
5XB9KoQ,vGND24X,2026-03-24 21:38:59,3725238326,3725238329,Responsável Financeiro,Entre 200 e 2.000,Ambos os canais (online e offline),10,3,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,3,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,2,10,2,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1
GexpebL,kddeMDR,2026-03-24 21:48:15,14879213966,14779890559,Proprietário(a) / Sócio(a),Entre 200 e 2.000,Ambos os canais (online e offline),8,9,7,9,7,8,8,8,8,8,10,9,10,8,10,9,10,7,10,7,8,8,10,8,10,8,10,8,10,9,10,10,8,8,8,8,10,8,9,8,10,8,10,8,8,8,8,8,10,10,10,10,10,10,9,7,8,8,8,8,8,8,9,8,9,7,10,7,8,7,8,8,8,8,8,8,9,8,10,8,10,7,10,9,9,8,9,8,8,8
xVXDrBd,0QvgjJ9,2026-03-24 21:53:37,14899352656,14784105947,Proprietário(a) / Sócio(a),Até 200 pedidos,"Apenas offline (loja física, vendedores, balcão etc.)",9,8,10,7,10,9,10,6,10,8,10,6,9,6,10,5,9,9,10,6,10,6,10,6,10,4,10,6,10,7,10,7,10,6,10,7,10,6,10,6,10,6,10,6,10,7,10,6,10,7,10,6,10,6,10,3,10,4,10,4,10,4,10,6,10,6,10,5,10,6,10,6,10,5,10,4,10,4,10,6,10,5,10,4,10,4,10,6,10,5
7XRKLoa,Kq2r7V,2026-03-24 22:00:57,12764469064,12764469070,Proprietário(a) / Sócio(a),Até 200 pedidos,Ambos os canais (online e offline),9,7,9,6,9,6,10,6,10,6,9,7,9,5,9,6,10,6,10,5,9,6,9,6,9,5,9,6,9,7,9,6,9,7,9,6,9,6,9,5,10,4,10,5,10,5,10,5,10,4,10,5,10,6,10,5,10,4,10,5,10,4,10,5,10,4,10,4,10,5,10,5,10,5,10,5,10,5,10,5,10,5,9,5,10,4,9,5,10,5
4a47JPY,kdWQ0vr,2026-03-24 22:01:34,14899323268,14784142077,Responsável Financeiro,Até 200 pedidos,"Apenas online (e-commerce, redes sociais, marketplaces etc.)",10,6,10,6,9,6,10,6,10,6,10,6,10,6,10,6,10,6,10,6,10,6,10,6,10,6,10,6,10,6,10,7,10,6,10,6,10,6,10,6,10,6,10,6,10,6,10,6,10,7,10,7,10,6,10,5,10,6,10,5,10,5,10,7,10,7,10,7,10,7,10,7,10,7,10,7,10,7,10,5,10,5,10,5,10,6,10,5,10,5
EqkllZB,gDZxW0O,2026-03-24 22:07:15,14880559292,14782939816,Proprietário(a) / Sócio(a),Até 200 pedidos,"Apenas offline (loja física, vendedores, balcão etc.)",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
labOrGv,A7DOAZz,2026-03-24 22:21:14,14880140214,14782011873,Proprietário(a) / Sócio(a),Até 200 pedidos,"Apenas offline (loja física, vendedores, balcão etc.)",6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1
WJORNVP,LZYq6dG,2026-03-24 22:33:26,14880560521,14782942695,Proprietário(a) / Sócio(a),Entre 200 e 2.000,"Apenas online (e-commerce, redes sociais, marketplaces etc.)",8,10,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,7,10,1,10,1,10,1,10,10,10,7,10,10,10,1,10,10,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1
J19lLEY,lbW9zJk,2026-03-24 22:59:09,14879289528,14780109972,Proprietário(a) / Sócio(a),Até 200 pedidos,"Apenas online (e-commerce, redes sociais, marketplaces etc.)",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5XB9EEv,ODPMWDK,2026-03-24 23:27:23,11755274416,11755274417,Proprietário(a) / Sócio(a),Até 200 pedidos,"Apenas offline (loja física, vendedores, balcão etc.)",10,7,10,8,10,8,10,8,10,8,10,8,10,2,10,5,10,10,10,5,10,8,10,8,10,5,10,6,10,8,10,8,10,8,10,10,10,5,10,5,10,8,10,6,10,10,10,8,10,8,10,6,10,5,10,1,7,3,10,3,10,1,10,8,10,2,10,5,10,2,10,1,10,2,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1
Gexp7Oe,9qvgPb1,2026-03-25 00:05:24,14880021621,14781748714,Proprietário(a) / Sócio(a),Entre 200 e 2.000,Ambos os canais (online e offline),6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
zExMvYR,KYpYe5V,2026-03-25 00:14:25,13237541939,13237541940,Proprietário(a) / Sócio(a),Até 200 pedidos,"Apenas offline (loja física, vendedores, balcão etc.)",8,9,10,8,9,8,7,8,10,7,10,6,7,8,9,7,5,8,9,8,9,9,9,8,9,8,9,7,9,8,9,9,9,6,7,9,8,8,7,9,7,9,8,8,10,7,8,7,9,8,9,7,8,7,8,8,9,8,8,7,9,8,9,6,9,5,6,8,9,6,10,7,9,6,9,6,9,6,10,7,6,8,7,7,9,6,5,7,9,6
4a47yKr,2QqzDD,2026-03-25 00:20:41,14879079820,14779491488,Proprietário(a) / Sócio(a),Até 200 pedidos,"Apenas online (e-commerce, redes sociais, marketplaces etc.)",7,7,9,7,5,8,8,8,10,7,10,8,10,7,10,7,10,7,10,7,8,8,10,8,10,8,10,7,9,9,9,9,10,8,10,7,10,7,10,7,10,8,10,8,10,8,10,8,10,7,10,7,10,7,10,7,10,7,10,7,10,7,10,7,10,7,10,7,10,7,10,7,10,7,10,7,10,7,10,7,10,7,10,7,10,7,10,8,10,7
QoKR9G7,ZjYL765,2026-03-25 00:52:45,14901721908,14784216423,Proprietário(a) / Sócio(a),Até 200 pedidos,"Apenas offline (loja física, vendedores, balcão etc.)",10,7,9,7,8,5,10,4,10,7,8,6,9,7,9,7,7,7,10,6,10,6,10,7,10,7,10,8,10,8,9,7,10,8,8,8,9,8,9,7,9,8,9,8,10,8,9,7,10,6,10,7,10,7,10,7,10,8,10,8,9,7,10,7,10,5,7,7,10,6,10,8,10,8,10,8,10,8,10,7,9,8,9,8,9,8,10,8,10,8
Yj54j56,VLYXLry,2026-03-25 02:09:55,14899414212,14784198439,Responsável Financeiro,Até 200 pedidos,Ambos os canais (online e offline),8,8,7,9,10,10,6,8,5,7,5,7,5,7,5,7,5,7,5,7,5,8,5,8,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,6,6,6,6,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
rDjoakp,vGLVr2Q,2026-03-25 02:34:55,14884653098,14783742436,Proprietário(a) / Sócio(a),Entre 200 e 2.000,"Apenas online (e-commerce, redes sociais, marketplaces etc.)",10,8,10,5,10,6,10,3,10,3,10,3,10,3,10,2,10,5,10,4,10,3,10,5,10,3,10,4,10,3,10,3,10,3,10,3,10,3,10,4,10,4,10,4,10,4,10,5,10,4,10,4,10,3,10,3,10,3,10,4,10,3,10,4,10,3,10,3,10,4,10,3,10,3,10,4,10,3,10,2,10,3,10,2,10,2,10,4,10,3
